2,1,2,3370,0
2,1,4,3371,0
2,0,4,3374,0
2,0,2,3375,0
2,1,4,3376,0
2,1,2,3377,0
2,1,4,3379,0
2,1,2,3380,0
2,0,2,3381,0
1,0,2,3382,0
1,0,4,3384,0
1,1,4,3386,0
1,1,2,3387,0
1,1,2,3389,0
1,1,4,3390,0
1,0,4,3391,0
1,1,4,3392,0
1,0,2,3395,1
2,0,4,3396,1
2,0,4,3399,1
2,1,2,3401,1
2,1,4,3402,1
2,1,2,3403,1
2,0,2,3406,1
2,0,4,3407,1
2,1,4,3409,1
2,1,2,3410,1
1,0,4,3411,1
1,0,2,3413,1
1,1,2,3415,1
1,1,4,3416,1
1,1,2,3418,1
1,0,4,3420,1
2,1,4,3421,2
2,0,2,3423,2
2,0,4,3424,2
1,1,2,3425,2
1,0,2,3426,2
1,0,4,3428,2
1,1,4,3429,2
1,0,4,3430,2
1,0,2,3431,2
2,0,2,3432,2
2,1,4,3433,2
2,0,4,3437,2
2,0,2,3438,2
2,1,4,3439,2
2,0,2,3440,2
1,1,2,3441,2
2,1,2,3443,2
2,0,2,3444,2
2,0,4,3446,2
2,1,2,3447,2
2,1,4,3448,2
0,0,4,3449,2
0,1,4,3451,2
0,1,2,3452,2
1,1,4,3453,2
1,0,2,3454,2
1,1,4,3456,2
1,0,2,3458,2
1,0,4,3459,2
1,1,4,3460,3
1,1,2,3461,3
1,0,2,3462,3
1,0,4,3464,3
1,0,4,3465,3
1,0,2,3466,3
1,1,2,3467,3
0,0,2,3470,4
0,0,2,3471,4
0,0,4,3472,4
1,0,4,3476,4
2,1,2,3478,4
2,1,4,3479,4
2,0,4,3480,4
2,0,4,3481,4
2,1,2,3482,4
2,0,2,3483,4
1,1,2,3485,4
0,0,4,3591,5
0,0,2,3593,5
0,1,4,3595,5
0,1,2,3596,5
0,1,4,3597,5
0,1,2,3599,5
0,0,2,3601,5
0,0,4,3602,5
0,1,4,3603,5
0,1,2,3604,5
0,1,4,3606,5
0,0,2,3608,5
0,0,2,3609,5
2,1,4,3611,5
0,1,2,3727,6
0,1,4,3728,6
0,1,2,3729,6
0,0,4,3731,6
0,0,4,3732,6
0,1,4,3734,6
0,1,2,3736,6
0,0,2,3738,6
0,0,4,3739,6

